Opportunity Id,Account,Opp Name,Account Owner,Old Use_case__c,Proposed Use_case__c (Claude),Confidence,Needs Review,Rationale,Final Use Case Type (human),Litmus Test,Evidence,Tier,EAR,Revised Use Case Type (Pass 2),Pass 2 Notes

006UY00000FMsHGYA1,Coupang,Coupang - Expand - FT - AMS,Sean Dunbar,Business processes,Other,Low,TRUE,"Details = 'TBD'; no linked doc. The only Gong call (~early 2024, ~10 months before this opp's 2024-11-20 creation) is a general platform-readiness/observability discussion with no AMS-specific content. 'FT - AMS' is unresolved;...",,Doesn't cleanly fit any above; needs a free-text description.,Use_Case_Details__c 'TBD'; no doc; Gong call 4383633183851236446 (early 2024) only discusses general Temporal Cloud production-readiness/observability for FDS tea...,3,6720,,"Korean retail/commerce+fintech giant. Opp details 'TBD', no doc, only a generic platform-readiness Gong call. 'FT-AMS' unresolved…"

0065f00000OzUb7AAF,oOh! Media,oOh! Media- API Partner Workflows,Grace Lua,Business processes,Other,Low,TRUE,"Partner API workflows for an out-of-home advertiser: SQS->Temporal->SQS, 'Modify Campaign', uploading creative to ad partners as part of replatforming legacy integrations into microservices. Generic integration/orchestration en...",,Doesn't cleanly fit any above; needs a free-text description.,"Doc: 'Use Case: Partner API... SQS -> Temporal -> SQS, Modify Campaign... API call: upload creative to their partner'. Details: 'single API for 1 partner... prior...",2,6600,,Out-of-home advertiser replatforming legacy integrations into microservices; workload = Partner API/Modify Campaign/upload creati…

006UY00000P8JblYAF,Cisco,Cisco (Armorblox) - AI Canvas,Collin Cook,AI/ML Orchestration,AI - Model Training,High,FALSE,Details: 'Behind the scene orchestrator for LLM learning processes.' Armorblox AI-team doc states they plan to use Temporal 'for training the models and keeping them up to date.' Orchestrating LLM learning = trai...,,"Is it orchestrating training/fine-tuning that updates model weights (runs, sweeps, RLVF)?",Use_Case_Details__c: 'Behind the scene orchestrator for LLM learning processes'; Armorblox use-case doc IDENTIFIED PAIN: 'planning to use Temporal ...,2,6600,,Cisco AI team. Opp field = 'orchestrator for LLM learning processes'; Armorblox doc explicitly: Temporal 'for training the m…

006UY00000VJue9YAD,Indeed,Indeed: 2026 Workflows,Collin Cook,Lifecycle Management,Other,Low,TRUE,"Pure placeholder opp: name '2026 Workflows' + details 'New use cases for Indeed FY27' name no specific workflow or outcome. No doc, no Gong call near CreatedDate 2026-01-13 (only emails/calendar invites). No litm...",,Doesn't cleanly fit any above; needs a free-text description.,"Tier 1 fields: name 'Indeed: 2026 Workflows', details 'New use cases for Indeed FY27'. Gong (find_by_email mbovykin/rmorlok/rajas): no call transcr...",3,6600,,"Indeed job board. Pure placeholder: '2026 Workflows' / 'New use cases for Indeed FY27' name no workflow. Null-TBD, unresolva…"

0065f00000PWufrAAD,Twilio,Twilio Integrity,Jon Cernok,Business Transactions,Communications & Marketing Platform,High,FALSE,"Details + doc: registers customer phone numbers via Trust Hub / FCC A2P 10DLC so carriers (AT&T, T-Mobile) don't mislabel legitimate calls as spam. Outbound voice/comms registration + compliance for a telephony p...",,"Is the primary outcome orchestrating outbound comms/campaigns (email/SMS/push), routing, timing, compliance?",Doc: 'Twilio Integrity registers the phone numbers...with the FCC so they avoid being flagged as Spam'; details: 'register them with the analytic e...,2,6540,,

0065f00000PWrbhAAD,Air.ai,Air.ai - Expansion,Stephen Montague,Business processes,AI - Agents,High,FALSE,Details: 'Inbound/Outbound call workflows for AI Agent.' Doc: Air.ai dials lists / takes inbound & outbound calls as a CX feature; each answered call spins up a workflow of ~15+ actions per conversational turn. A...,,"Does an LLM decide what to do next (plan, choose tools/steps) across a multi-step workflow?",Use_Case_Details__c: 'Inbound/Outbound call workflows for AI Agent'; doc: 'take inbound calls and make outbound calls as a CX feature...each turn =...,2,6516,,

006UY000008IpyjYAC,Bentley Systems,Bentley Systems - PDF Generation,Dhruv Shankar,Business processes,Other,High,FALSE,"Doc-confirmed: scheduled/on-request background jobs that generate PDF renditions of engineering documents and distribute them to ProjectWise. No AI models, not data sync between systems, not a financial/order/com...",,Doesn't cleanly fit any above; needs a free-text description.,"Doc 'Bentley Systems - PDF': 'PDF Generation - Generates PDFs in the background, sourced from project files. Distributes the results back to the pr...",2,6360,,Engineering software co. Opp doc conclusive: scheduled background jobs rendering PDFs from project files -> ProjectWise. Fit…

0065f00000LlYuaAAF,Netflix,Netflix - Antigravity SQS Queue Processing Use Case,Tom Kadlick,Infrastructure applications,Data Pipelines & ETL,Medium,TRUE,Data Platform Infra team (Antigravity) processes CloudWatch/SQS events to react to AWS instance changes and copy Cassandra data on failure; thousands of events processed; replacing a hand-rolled background task s...,,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?","Doc 'Netflix AntiGravity SQS Queue Processing': 'Processing events from cloudwatch... Cassandra is the stateful data store, they need to copy data ...",2,6000,,"Data Platform Infra team; doc: SQS/CloudWatch event processing + Cassandra failover copy, but mixes ad-hoc envs and is a han…"

0065f00000OzYGiAAN,Turo Inc.,Turo - Toll Reimbursement,Adam Levine,Business Transactions,Payment Processing & Settlement,High,FALSE,"Reimbursing hosts for tolls = moving money correctly to payees (disbursement/settlement). Primary outcome is money movement, satisfying the payment litmus directly. No competing type.",,"Is the primary outcome 'money moves correctly' (auth, capture, settlement, reconciliation)? Includes payment gateway integrations.",Tier 1: Use_Case_Details__c 'Reimbursing hosts for tolls accrued while renting out their vehicles'.,1,6000,,

006UY000003OJKoYAO,Wiser Solutions,Wiser Solutions - Website Crawl Requests,Saketh Thota,Business processes,Data Pipelines & ETL,High,FALSE,"Setting up web crawl requests per customer config (screenshots, currency-specific crawls) = ingesting/collecting and transforming data from the web into their system. Outcome is moving/transforming data, not deli...",,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?","Tier 1: Use_Case_Details__c 'Setting up the crawl requests based on customer configuration (some want screenshots during the crawl, others want cra...",1,6000,,Retail/commerce data-intel co. Opp = configuring per-customer web crawl/ingest requests; outcome is collecting+transforming …

006UY000007rsuJYAQ,SoFi,SoFi - Expand - RunDeck Migration,Sean Dunbar,Infrastructure applications,Infrastructure Automation & CI/CD,Medium,TRUE,RunDeck is a runbook/ops job-automation tool; team owns the RunDeck service and is migrating it from Python to Temporal for availability/state mgt/idempotency. The workload is operating infra/ops automation. Migr...,,"Is the primary outcome shipping/operating infra or software (deploy, provision, upgrade, rotate, rollback)?","Details: 'Migrate rundeck to Temporal to get better availability, state mgt, idempotency. His team owns rundeck - responsible for the service. Rund...",1,6000,,"RunDeck = runbook/ops job-automation service; team operates it, migrating to Temporal. Infra ops automation. Migration frami…"

006UY0000087ayFYAQ,Netflix,Netflix - Customer Identity Cloud (CIC) Companion,Tom Kadlick,Business processes,Data Pipelines & ETL,High,FALSE,"Synchronizes IAM/identity data from CIC (Auth0) to Netflix services via event-based user updates (SNS->SQS), syncing from Pandora identity store; access revoke/restore. Primary outcome = moving/syncing identity d...",,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?","Opp details: 'Synchronizing IAM from CIC to Netflix services'. Doc: 'event-based user updates', 'Synchronize from Pandora based on events', long-ru...",2,6000,,

006UY000009Vm6RYAS,GitLab,GitLab - Automation,Alex Mark,Business processes,Other,Low,TRUE,"Doc: Temporal powers 'GitLab AutoFlow' so customers can build arbitrary automations in the product - a generic customer-facing automation/workflow engine, not a single bounded outcome. No specific litmus (not inf...",,Doesn't cleanly fit any above; needs a free-text description.,Tier 2 doc 'GitLab_Automation_20240515AS': 'deploy Temporal to support GitLab AutoFlow... a lot of requests from customers to do automations within...,2,6000,,"GitLab=DevOps platform. Doc re-read confirms Temporal powers 'GitLab AutoFlow', a generic customer-facing automation engine;…"

006UY00000ByPtFYAV,Neon,Neon - Loan Invoicing & Record,Adam Levine,Business processes,Financial Services & Lending,High,FALSE,"Brazilian payroll-loan product: declaring invoices/loans, debt declaration, overdue/credit-score calc, CRM+DB persistence - a regulated lending product workflow beyond simple payment movement. Doc confirms loan/i...",,Is the primary outcome a financial product workflow beyond payments (loan/underwriting/claims/approvals/settlement) with regulated steps?,"Tier 1 details: payroll loan reform, employer-guaranteed installments. Tier 2 doc 'Neon Use Case - Loan Invoicing & Record': 'Declaration of invoic...",2,6000,,

006UY00000Cm8E5YAJ,UniOrbit Technologies Pvt Ltd,Uni - Customer Data Platform,Grace Lua,Lifecycle Management,Communications & Marketing Platform,Medium,TRUE,"Details: in-house customer data platform that 'handles customer communication and engagement' — primary outcome is orchestrating customer comms/engagement, not raw data movement. CDP/data-sync framing competes, b...",,"Is the primary outcome orchestrating outbound comms/campaigns (email/SMS/push), routing, timing, compliance?",Use_Case_Details__c: 'In house customer data platform. Handles customer communication and engagement'; Name: 'Uni - Customer Data Platform',1,6000,,Uni Cards fintech. Opp details: in-house CDP 'handles customer communication and engagement'. Doc multi-workload (lending/KY…

006UY00000ERsp3YAD,Future,Future - print editorial workflows,Stuart Herd,Business processes,Other,Medium,TRUE,Print editorial workflows replacing legacy print processing software. A publishing/editorial production workflow that doesn't map cleanly to any of the 14 product categories (not order/payment/data-sync/comms/inf...,,Doesn't cleanly fit any above; needs a free-text description.,Name: 'Future - print editorial workflows'; Use_Case_Details__c: 'Replace legacy print processing software',1,6000,,Future plc = global media/magazine publisher. Opp = print editorial production workflows replacing legacy print software; a …

006UY00000Hjup5YAB,"Highnote Platform, Inc.",Highnote- Services- workload,Mirat Tayyeb,Business processes,Payment Processing & Settlement,Low,TRUE,"Highnote is a card-issuing/payments platform; details name 'eft, acquiring, transaction' as the mission-critical use cases. But the opp is 'many engineering services moved to Temporal Cloud' — a broad multi-workl...",,"Is the primary outcome 'money moves correctly' (auth, capture, settlement, reconciliation)? Includes payment gateway integrations.","Use_Case_Details__c: 'Many engineering services are being moved to Temporal Cloud. most mission-critical use cases (eft, acquiring, transaction)'",1,6000,,Highnote=card-issuing/embedded-finance payments platform. Details name eft/acquiring/transaction (=Payments) but opp is 'man…

006UY00000KToVoYAL,Zillow Group,Zillow - Expand - Revenue Apps (Account Suspensions),Alex Mark,Business processes,Other,Medium,TRUE,"Workload is the account-suspension/collections process for ad customers who fall behind on payments after 90 days (find account, submit order in Zora). An internal revenue-ops/account-lifecycle workflow; not mone...",,Doesn't cleanly fit any above; needs a free-text description.,Use_Case_Details__c: 'If they fall behind in payments after 90 days they suspend accounts. The suspension process is where they're using Temporal. ...,3,6000,,"Ad-revenue ops: suspend customer accounts after 90d non-payment (find acct, submit order in Zora). Internal collections/acco…"

006UY00000P3ScVYAV,Intermedia Cloud Communications,Intermedia - Billing use case,Alex Mark,Business Transactions,Payment Processing & Settlement,Medium,TRUE,"Core invoicing/billing workflow that runs each customer's billing cycle and automates invoice delivery to 100,000+ customers. Billing/invoice generation is a money/settlement workflow; best fit is Payment Process...",,"Is the primary outcome 'money moves correctly' (auth, capture, settlement, reconciliation)? Includes payment gateway integrations.",Name: 'Intermedia - Billing use case'; Use_Case_Details__c: 'core invoicing workflow. At each customers billing cycle this runs and automates the d...,1,6000,,"Intermedia = cloud comms (UCaaS). 'Core invoicing workflow, delivers invoices to 100k+ customers' = billing/money workflow b…"

006UY00000QqGMhYAN,Thumbtack,Thumbtack - Martech Platform,Alex Mark,SMS & Emails,Communications & Marketing Platform,High,FALSE,"Migrating transactional and marketing communications from homegrown + Iterable systems to a new Temporal-based internal platform (martech). Primary outcome is orchestrating outbound comms/campaigns — single, unam...",,"Is the primary outcome orchestrating outbound comms/campaigns (email/SMS/push), routing, timing, compliance?",Name: 'Thumbtack - Martech Platform'; Use_Case_Details__c: 'migrating transactional and marketing communications from existing homegrown and Iterab...,1,6000,,

006UY00000Qvh9KYAR,ZipRecruiter,ZipRecruiter - Integration Platform,Alex Mark,Human-In-The-Loop Approval Workflows,Data Pipelines & ETL,High,FALSE,"Building an in-code integration platform to replace a no-code iPaaS, moving data to/from Salesforce, NetSuite and their HRIS. Primary outcome is moving/transforming data between enterprise systems. Old 'approval ...",,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?","Gong call 3078193669358775661: 'integrations to and from our HRIS... Salesforce, Netsuite'; 'our way of building integrations is moving to just mor...",3,6000,,

006UY00000SUKdtYAH,Brex,Brex - Accounting Workload,Alex Cort,Business processes,Other,Low,TRUE,"Details are an explicit placeholder ('More details to come, but putting this in here as a placeholder') describing automating 'customer facing accounting processes' as part of a reliability initiative. Too vague ...",,Doesn't cleanly fit any above; needs a free-text description.,Use_Case_Details__c: 'help automate customer facing accounting processes on the Brex platform... putting this in here as a placeholder'. Gong: no c...,1,6000,,Brex = corporate-card fintech. Stuck: details are an explicit placeholder ('more details to come') re automating accounting …

006UY00000SyKYPYA3,SoFi,SoFi - Expand - Kafka Migration,Sean Dunbar,Business processes,Data Pipelines & ETL,Low,TRUE,"Kafka is data streaming/movement between systems; deal is migrating Kafka from self-hosted to MSK/Warpstream. Data-movement infra, but it's a still-conceptual migration with no product workflow described, so Low.",,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?",Details: 'Every team at SoFi using Kafka. They're doing a migration from kafka self hosted to MSK or Warpstream. They've conceptualized what they w...,1,6000,,"Kafka self-hosted->MSK/Warpstream, 'conceptualized'. Data-movement backbone but conceptual infra migration, no product workf…"

006UY00000JMtCbYAL,Harness,Harness- Split migration (FME),Jessica McElroy,Business processes,Other,Low,TRUE,"Doc (Split.io) describes a generic central orchestration/scheduler engine running a grab-bag of UI-triggered and schedule-based workflows ('solving a bunch of use cases', 'only workflow agent in their business'),...",,Doesn't cleanly fit any above; needs a free-text description.,"Doc 1QHUb0...: 'Using Temporal for solving a bunch of use cases', 'Moving data around, UI triggered, Schedules based use cases', 'Only workflow age...",2,5700,,Harness=AI-native software delivery (CI/CD) platform; this opp is the Split.io/FME team. Generic central orchestrator + self…

0065f00000IWEb5AAH,Indeed,Indeed - Apply Auxiliary Delivery 3/23,Collin Cook,Business processes,Other,Low,TRUE,"No usable evidence: details null, no doc in Drive, Gong coverage begins ~4 months after the 2023-03 close. Na...",,Doesn't cleanly fit any above; needs a free-text description.,no usable evidence found (null details; no doc; no Gong calls near close),3,5604,,"Indeed = job board. Null details, no doc, no Gong near 2023-03 close. Name 'Apply Auxiliary De…"

006UY0000099CO9YAM,Nordstrom,Nordstrom - Kafka Topic Migration,Sean Dunbar,Infrastructure applications,Data Pipelines & ETL,High,FALSE,"Workload is migrating on-prem Kafka topics to Confluent Cloud - moving streaming data/topics between systems. Primary outcome is data movement, not deploying/operating infra software, so Data Pipelines & ETL over...",,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?",Use_Case_Details__c: 'Migration of on prem Kafka topics to Confluent Cloud'. Linked Drive file too large to render (1.6MB); classified from Tier 1 ...,1,5436,,Retailer; opp = 'Migration of on prem Kafka topics to Confluent Cloud' = moving streaming data between systems (the move IS …

006UY000001HZwuYAG,Kissht (OnEMI Technologies),Kissht-Partner & Customer Onboarding- Workload,Grace Lua,Business processes,Customer Onboarding & Identity Verification,High,FALSE,"Opp name + details anchor on onboarding: 'user onboarding... credit checks. partner onboarding and offboarding'. Doc shows a broad lending platform (LOS/LMS/disbursement), but this opp's own fields point at custo...",,Is the primary outcome getting a new customer verified + onboarded (KYC/KYB + activation)?,"Details: 'user onboarding, loan transactions, credit checks. partner onboarding and offboarding'. Doc 1vIh8...: 'Partner onboarding & offboarding; ...",2,5400,,Kissht = India unsecured lending. Opp NAME + details both 'customer & partner onboarding... credit checks' = KYC/onboarding …

006UY000004fQE0YAM,Pay.com,Pay.com - Gateway Workflow,Adam Stufflebeam,Payment Gateway,Payment Processing & Settlement,High,FALSE,Payment gateway workload: per-parent-transaction workflow acting as a queue for sub-transactions of that parent (signal-with-start + update). Money-movement transaction processing; litmus explicitly includes paym...,,"Is the primary outcome 'money moves correctly' (auth, capture, settlement, reconciliation)? Includes payment gateway integrations.",Old use case 'Payment Gateway'; name 'Gateway Workflow'; details: 'workflow level queue on a per parent transaction - each workflow is its own litt...,1,5400,,

006UY00000Fx3UJYAZ,Alto Pharmacy LLC,Alto-Partner Workflows-Workload,Nikolas Filardo,Operational Process,Other,Low,TRUE,Greenfield service for partner integrations (referrals & prescription processing) for partner Synoda; a 5-step partner-onboarding/processing orchestration engine. Doesn't cleanly satisfy any single litmus - not K...,,Doesn't cleanly fit any above; needs a free-text description.,"Doc 'Alto: Use Case & Meeting Notes': 'Building a new service for partners (referrals & prescription processing)... 5 big steps, ~50 actions... ben...",2,5400,,Alto=digital pharmacy. Greenfield partner referral+prescription/insurance-auth engine (5 steps); fits no single litmus (not …

006UY00000Fh3JmYAJ,PlayPlay,PlayPlay - homegrown orchestrator,Stephen Montague,AI/ML Orchestration,Other,Medium,TRUE,Fixed media-processing pipeline: user uploads media -> extract metadata -> generate thumbnail -> video previews. Replacing homegrown PHP orchestrator + SQS. Media/doc processing pipeline fits the litmus; not LLM-...,,Doesn't cleanly fit any above; needs a free-text description.,"Doc 'PlayPlay Use Case': 'Media identification - User upload a new media, Extract metadata, Generate a thumbnail, Video previews.' Current: 'Homegr...",2,5280,,"Video-creation SaaS; opp = media identification (extract metadata, thumbnails, previews). Doc says AI is a separate experime…"

006UY00000WHGnVYAX,Block,Square - square-risk-platform-foundations,Andrew Eidenshink,Other,Other,Low,TRUE,Only signal is 'Risk platform' — a fraud/risk decisioning platform that does not map cleanly to any of the 15 litmus tests. No doc; no Gong calls available for any Square/Block contact near the Feb 2026 CreatedDate. Genuine catch-all on thin evidence.,,Doesn't cleanly fit any above; needs a free-text description.,Use_Case_Details: 'Risk platform' only. Gong find_by_email for 3 Square/Block contacts returned no calls.,3,5124,,

006UY00000RldJJYAZ,Hotmart,Hotmart - User Registration,Adam Levine,"Identity Verification / ""Know Your Customer""",Customer Onboarding & Identity Verification,High,FALSE,User registration/onboarding process with KYC. Primary outcome is getting a new customer verified and onboarded - direct litmus match. Legacy 'Identity Verification / KYC' maps cleanly here.,,Is the primary outcome getting a new customer verified + onboarded (KYC/KYB + activation)?,Opp name 'Hotmart - User Registration'; details 'User onboarding process. KYC'.,1,5064,,

006UY00000MJtx0YAD,Progress,Progress - Notification Management System,Jessica McElroy,SMS & Emails,Communications & Marketing Platform,High,FALSE,"Notification management system where users sign up to receive alerts meeting their criteria - outbound comms orchestration (routing, timing, delivery of alerts). Legacy 'SMS & Emails' maps cleanly to comms platform.",,"Is the primary outcome orchestrating outbound comms/campaigns (email/SMS/push), routing, timing, compliance?",Opp name 'Notification Management System'; details 'Notification management system where users can sign up to receive alerts that meet criteria the...,1,5028,,

0065f00000ISIy0AAH,Cimpress,Cimpress Online Order Taking Go-Live,Stuart Herd,Business Transactions,Order Management & Fulfillment,High,FALSE,"Order-taking workflows for 12 printing brands (Vistaprint, Exaprint). Primary outcome is an order gets placed/processed correctly across brands - direct litmus match. Doc confirms 'brittle order taking process'.",,Is the primary outcome that an order gets completed correctly (placed → processed → fulfilled → delivered/returned)?,"Doc 'Cimpress Order Taking': 'Order taking workflows for printing brands (Vistaprint, Exaprint, 12 brands)'; Why Temporal: 'reliability and visibil...",2,4800,,

0065f00000OzS5UAAV,Stripe,Stripe - CI-Status,Conrad Vogel,Infrastructure applications,Infrastructure Automation & CI/CD,High,FALSE,Managing a critical component of their CI pipeline - directly CI/CD infrastructure. Primary outcome is operating/shipping software via the CI pipeline. Legacy 'Infrastructure applications' maps cleanly.,,"Is the primary outcome shipping/operating infra or software (deploy, provision, upgrade, rotate, rollback)?",Opp name 'Stripe - CI-Status'; details 'Managing a critical component of their CI pipeline'.,1,4800,,

006UY000005b9ZMYAY,SoFi,SoFi - Home Loans,Sean Dunbar,Business processes,Financial Services & Lending,High,FALSE,"Opp details null; Gong (Jan-2024 SoFi migration call) has the Home Loans team describe their Temporal use: webhook-driven workflows, generating adverse-action notices, nightly file processing - a regulated mortga...",,Is the primary outcome a financial product workflow beyond payments (loan/underwriting/claims/approvals/settlement) with regulated steps?,"Gong call 4955417253109231022: Home Loans manager: 'whenever we receive a webhook... generating adverse action notices, some cron jobs for processi...",3,4800,,"Gong: Home Loans team runs webhook workflows, generates adverse-action notices, nightly file processing = regulated mortgage…"

006UY00000LynOLYAZ,Indeed,Indeed - LLM Eval - AI,Collin Cook,AI/ML Orchestration,AI - Processing Pipelines,High,FALSE,"Name 'LLM Eval - AI' + details 'ai-context-ingestion namespace' describe a fixed pipeline ingesting context and running data through LLMs for evaluation/inference, not an LLM agent deciding next steps. Not traini...",,"Is it a fixed pipeline running data through AI models (RAG, doc/media processing, inference, classification)?",Tier 1: oppName 'Indeed - LLM Eval - AI'; Use_Case_Details__c 'ai-context-ingestion namespace'.,1,4800,,Opp's own fields decisive: 'LLM Eval' + namespace 'ai-context-ingestion' = fixed pipeline running data through LLMs for eval…

006UY00000Nlby9YAB,Adobe,Adobe - Workfront Use Case,Tom Kadlick,Lifecycle Management,Control Plane Operations,Low,TRUE,Migration deal (Workfront migrating Temporal OSS to tCloud) framed as 'first portion of their overall platform for User Provisioning.' OSS->Cloud migration + a provisioning platform = best-guess Control Plane Ope...,,Are they building/operating a platform control plane that provisions/manages other systems/tenants via APIs and policy?,Use_Case_Details__c: 'migrating their Temporal OSS to tCloud - this is the first portion of their overall platform for User Provisioning',1,4800,,"Workfront OSS->tCloud migration, 'first portion' of a user-provisioning platform. Migration + thin detail; stays Low (why st…"

006UY00000QHTcwYAH,Wolters Kluwer,Wolters Kluwer - Bolt Engagement,Micah Manzano,Lifecycle Management,Control Plane Operations,High,FALSE,"Tier 1 too thin ('Built on top of Scan framework'). Gong (calls May 2025, near Sep CreatedDate): platform team building self-service provisioning of Temporal namespaces for internal product teams via admin/operat...",,Are they building/operating a platform control plane that provisions/manages other systems/tenants via APIs and policy?,Gong call 5573425026758169657: 'we are going to provide ... administrative apis or operation apis through [which] product teams can self service th...,3,4800,,WK platform team building self-service provisioning of Temporal namespaces for internal product teams via admin/op APIs ('Sc…

006UY00000EtTvoYAF,Cisco,Cisco - Expand - AI Bot Lifecycles (Jonty P),Collin Cook,AI/ML Orchestration,AI - Internal Agent Platforms,Medium,TRUE,"Details: internal teams 'freely create AI chat bots in Webex'; need to track ownership/lifecycle of bots, what they're doing, clean up/kill them. A governance/lifecycle platform spanning many internal AI bots = a...",,Are they building a platform for many Agents that other internal teams plug into?,"Use_Case_Details__c: 'People at Cisco can freely create AI chat bots in Webex. Need a way to track ownership of bots, what they're doing, ability t...",1,4680,,"Cisco internal teams freely create AI chatbots in Webex; platform tracks ownership/lifecycle, cleans up/kills bots. Internal…"

006UY000009gzI3YAI,Relativity Technologies Inc,Relativity technologies - OCR,Andrea Siegel,AI/ML Orchestration,AI - Processing Pipelines,High,FALSE,OCR for legal documents = a fixed pipeline running documents through AI/ML models (OCR/extraction). Direct opp signal matches the AI - Processing Pipelines litmus (doc processing); no competing type.,,"Is it a fixed pipeline running data through AI models (RAG, doc/media processing, inference, classification)?",Name 'Relativity technologies - OCR'; Use_Case_Details__c: 'OCR for legal documents',1,4500,,

006UY00000CpIooYAF,Bloom Credit,Bloom Credit - Bloom Plus,John Meehan,Business Transactions,Financial Services & Lending,High,FALSE,Bloom Plus = white-labeled credit-improvement product for banks to offer consumers; adds positive payment history (utility/phone/streaming) and furnishes it to all three credit bureaus. Regulated credit-bureau fi...,,Is the primary outcome a financial product workflow beyond payments (loan/underwriting/claims/approvals/settlement) with regulated steps?,Opp details: 'financial tool banks can offer their consumers to improve their credit scores by allowing them to add positive payment history... to ...,2,4500,,

006UY00000DfHVFYA3,Akind Group,Akind - migrate on-prem workloads,Stuart Herd,Business processes,Other,Low,TRUE,"Migration/platform-consolidation deal spanning many workloads (Continuous Deployment, Data/BI ingestion pipelines, employee onboarding/offboarding, candidate emails, business-process registry). Opp name = 'migrat...",,Doesn't cleanly fit any above; needs a free-text description.,"Doc 'Akind Temporal Use Case': use cases listed = Continuous Deployment, Data/BI platform ingestion pipelines, Onboarding (employee on/offboarding)...",2,4500,,"Explicit on-prem migration spanning CD, data ingestion, on/offboarding, candidate mail, ERP registry. No single primary work…"

0065f00000KRw2YAAT,Rippling,Rippling - Reports & Analytics,Tom Kadlick,Business processes,Other,Medium,TRUE,"Generating audit/compliance reports for account admins = a reporting/analytics workflow that doesn't match any of the 14 specific litmus tests (not data movement/ETL, not infra, not comms). Best fit is Other. Med...",,Doesn't cleanly fit any above; needs a free-text description.,Name 'Rippling - Reports & Analytics'; Use_Case_Details__c: 'Audit reports for administrators of Rippling account owners for compliance requirements.',1,4320,,Compliance/audit report generation for account admins; no doc. Not ETL/infra/comms. Other residual stands. No new opp-specif…

006UY000008Qa6TYAS,Cisco,Cisco - Expand - AI Team (Armorblox) - Customer Onboarding,Collin Cook,Operational Process,AI - Processing Pipelines,High,FALSE,Details: 'Assistants for customer onboarding and journey workflows.' Armorblox doc: Temporal used for customer onboarding where 'a lot of data fetches happen and are used for their AI...process the data correctly...,,"Is it a fixed pipeline running data through AI models (RAG, doc/media processing, inference, classification)?","Use_Case_Details__c: 'Assistants for customer onboarding and journey workflows'; doc: 'using Temporal for customer onboarding, where a lot of data ...",2,4253.4,,Armorblox doc section matches this opp: Temporal runs customer-onboarding assistants where data fetches feed their AI to pro…

006UY00000AHeD2YAL,Cisco,Cisco - Expand - Workforce Collaboration - Social Circles,Collin Cook,Operational Process,Other,High,FALSE,"Details + Workforce Collaboration doc: hybrid-work internal product showing who's in the office, calendar/schedules, notifications ('here's who you'll see today') to improve commute ROI. Doesn't fit any product/i...",,Doesn't cleanly fit any above; needs a free-text description.,Use_Case_Details__c: 'make hybrid working better...showing which people are planning to be in the office'; doc: 'Hybrid digital work solution...Cal...,2,4219.8,,

006UY000003aF5FYAU,SoFi,SoFi - MarTech,Sean Dunbar,Business processes,Communications & Marketing Platform,Medium,TRUE,"Opp details null; only signal is the name 'MarTech' (marketing technology), pointing at outbound comms/campaign orchestration. No Use_Case_Details, no doc, and the Jan-2024 Gong call did not surface MarTech speci...",,"Is the primary outcome orchestrating outbound comms/campaigns (email/SMS/push), routing, timing, compliance?",Opp Name 'SoFi - MarTech'; Use_Case_Details__c = null; no doc; no MarTech detail in Gong call 4955417253109231022.,1,4200,,MarTech' = marketing-tech stack at a consumer fintech doing heavy lifecycle marketing = outbound comms/campaign orchestrati…

006UY000004JedmYAC,Square,CashApp: Disputes,Andrew Eidenshink,Business processes,Payment Processing & Settlement,High,FALSE,"CashApp disputes team processes payment disputes/chargebacks (contested-money resolution = reconciliation of payments), replacing a custom event-driven state machine. Human-in-the-loop. Competing read is Customer...",,"Is the primary outcome 'money moves correctly' (auth, capture, settlement, reconciliation)? Includes payment gateway integrations.","Use_Case_Details__c: 'CashApp disputes team handles payment disputes, Human in the loop processing, replacing an existing custom event driven state...",1,4200,,"CashApp disputes/chargeback processing engine (HITL), replacing custom Kafka state machine. Contested-money resolution/recon…"

006UY0000058NRBYA2,Capsule Corporation,Capsule - AI Workflows,Xander Stephens,Infrastructure applications,AI - Agents,High,FALSE,"Opp = 'AI Workflows'; details = AI agent automating actions (translating prescription instructions, helping customers take actions). Doc confirms heavy agentic build: 'agent will take the prompts and run claude S...",,"Does an LLM decide what to do next (plan, choose tools/steps) across a multi-step workflow?","Details: 'agent communications using AI to automate translating prescription instructions, helping customers take actions ... Real time sms.' Doc: ...",2,4188,,"Pharmacy-ops co. Doc confirms agentic build: 'agent runs Claude SDK to do the loop', self-healing/on-call agents automating …"

